epoch,acc,loss,val_acc,val_loss
0,0.538875620541,0.744700286038,0.627478930681,0.944911816654
1,0.629218611312,0.654808358573,0.627428914426,0.914266679164
2,0.646349392893,0.635537398217,0.627428914426,0.898525703009
3,0.657847023386,0.623832197461,0.627603971319,0.908602822328
4,0.666956347736,0.615954933451,0.627929076978,0.926119860231
5,0.672476960986,0.610327678639,0.628404231404,0.919708187467
6,0.673983719506,0.608630804258,0.628129141999,0.934358009767
7,0.677222312527,0.604911267253,0.628579288297,0.946830356023
8,0.679991997307,0.602075098209,0.628704328935,0.948137058863
